kecamatan,tahun,metric,value
Madukara,2019,Kunyit (m2) 2019,0
Madukara,2020,Jahe (m2) 2020,0
Madukara,2020,Laos (m2) 2020,0
Madukara,2020,Kencur (m2) 2020,0
Madukara,2020,Kunyit (m2) 2020,0
Madukara,2021,Jahe (m2) 2021,0
Madukara,2021,Laos (m2) 2021,0
Madukara,2021,Kencur (m2) 2021,0
Madukara,2021,Kunyit (m2) 2021,0
Madukara,2022,Jahe (m2) 2022,7500
Madukara,2022,Laos (m2) 2022,0
Madukara,2022,Kencur (m2) 2022,0
Madukara,2022,Kunyit (m2) 2022,0
Madukara,2023,Jahe (m2) 2023,7500
Madukara,2023,Laos (m2) 2023,0
Madukara,2023,Kencur (m2) 2023,926
Madukara,2023,Kunyit (m2) 2023,0
Madukara,2024,Jahe (m2) 2024,4550
Madukara,2024,Laos (m2) 2024,144
Madukara,2024,Kencur (m2) 2024,2810
Madukara,2024,Kunyit (m2) 2024,543
Banjarmangu,2019,Jahe (m2) 2019,9000
Banjarmangu,2019,Laos (m2) 2019,0
Banjarmangu,2019,Kencur (m2) 2019,0
Banjarmangu,2019,Kunyit (m2) 2019,0
Banjarmangu,2020,Jahe (m2) 2020,0
Banjarmangu,2020,Laos (m2) 2020,750
Banjarmangu,2020,Kencur (m2) 2020,0
Banjarmangu,2020,Kunyit (m2) 2020,0
Banjarmangu,2021,Jahe (m2) 2021,1500
Banjarmangu,2021,Laos (m2) 2021,2600
Banjarmangu,2021,Kencur (m2) 2021,0
Banjarmangu,2021,Kunyit (m2) 2021,0
Banjarmangu,2022,Jahe (m2) 2022,0
Banjarmangu,2022,Laos (m2) 2022,0
Banjarmangu,2022,Kencur (m2) 2022,0
Banjarmangu,2022,Kunyit (m2) 2022,300
Banjarmangu,2023,Jahe (m2) 2023,0
Banjarmangu,2023,Laos (m2) 2023,0
Banjarmangu,2023,Kencur (m2) 2023,120000
Banjarmangu,2023,Kunyit (m2) 2023,0
Banjarmangu,2024,Jahe (m2) 2024,375
Banjarmangu,2024,Laos (m2) 2024,9609
Banjarmangu,2024,Kencur (m2) 2024,0
Banjarmangu,2024,Kunyit (m2) 2024,5700
Wanadadi,2019,Jahe (m2) 2019,240
Wanadadi,2019,Laos (m2) 2019,0
Wanadadi,2019,Kencur (m2) 2019,156
Wanadadi,2019,Kunyit (m2) 2019,100
Wanadadi,2020,Jahe (m2) 2020,0
Wanadadi,2020,Laos (m2) 2020,0
Wanadadi,2020,Kencur (m2) 2020,180
Wanadadi,2020,Kunyit (m2) 2020,90
Wanadadi,2021,Jahe (m2) 2021,930
Wanadadi,2021,Laos (m2) 2021,0
Wanadadi,2021,Kencur (m2) 2021,0
Wanadadi,2021,Kunyit (m2) 2021,36
Wanadadi,2022,Jahe (m2) 2022,690
Wanadadi,2022,Laos (m2) 2022,0
Wanadadi,2022,Kencur (m2) 2022,0
Wanadadi,2022,Kunyit (m2) 2022,0
Wanadadi,2023,Jahe (m2) 2023,780
Wanadadi,2023,Laos (m2) 2023,56
Wanadadi,2023,Kencur (m2) 2023,0
Wanadadi,2023,Kunyit (m2) 2023,0
Wanadadi,2024,Jahe (m2) 2024,300
Wanadadi,2024,Laos (m2) 2024,125
Wanadadi,2024,Kencur (m2) 2024,0
Wanadadi,2024,Kunyit (m2) 2024,0
Rakit,2019,Jahe (m2) 2019,249
Rakit,2019,Laos (m2) 2019,181
Rakit,2019,Kencur (m2) 2019,261
Rakit,2019,Kunyit (m2) 2019,311
Rakit,2020,Jahe (m2) 2020,0
Rakit,2020,Laos (m2) 2020,35
Rakit,2020,Kencur (m2) 2020,72
Rakit,2020,Kunyit (m2) 2020,225
Rakit,2021,Jahe (m2) 2021,5015
Rakit,2021,Laos (m2) 2021,5
Rakit,2021,Kencur (m2) 2021,0
Rakit,2021,Kunyit (m2) 2021,0
Rakit,2022,Jahe (m2) 2022,5300
Rakit,2022,Laos (m2) 2022,20
Rakit,2022,Kencur (m2) 2022,27
Rakit,2022,Kunyit (m2) 2022,14025
Rakit,2023,Jahe (m2) 2023,1400
Rakit,2023,Laos (m2) 2023,0
Rakit,2023,Kencur (m2) 2023,0
Rakit,2023,Kunyit (m2) 2023,0
Rakit,2024,Jahe (m2) 2024,1400
Rakit,2024,Laos (m2) 2024,0
Rakit,2024,Kencur (m2) 2024,0
Rakit,2024,Kunyit (m2) 2024,0
Punggelan,2019,Jahe (m2) 2019,0
Punggelan,2019,Laos (m2) 2019,0
Punggelan,2019,Kencur (m2) 2019,0
Punggelan,2019,Kunyit (m2) 2019,0
Punggelan,2020,Jahe (m2) 2020,10000
Punggelan,2020,Laos (m2) 2020,0
Punggelan,2020,Kencur (m2) 2020,0
Punggelan,2020,Kunyit (m2) 2020,0
Punggelan,2021,Jahe (m2) 2021,15000
Punggelan,2021,Laos (m2) 2021,0
Punggelan,2021,Kencur (m2) 2021,0
Punggelan,2021,Kunyit (m2) 2021,0
Punggelan,2022,Jahe (m2) 2022,1000
Punggelan,2022,Laos (m2) 2022,470
Punggelan,2022,Kencur (m2) 2022,0
Punggelan,2022,Kunyit (m2) 2022,0
Punggelan,2023,Jahe (m2) 2023,0
Punggelan,2023,Laos (m2) 2023,1000
Punggelan,2023,Kencur (m2) 2023,0
Punggelan,2023,Kunyit (m2) 2023,0
Punggelan,2024,Jahe (m2) 2024,400
Punggelan,2024,Laos (m2) 2024,0
Punggelan,2024,Kencur (m2) 2024,220
Punggelan,2024,Kunyit (m2) 2024,150
Karangkobar,2019,Jahe (m2) 2019,450
Karangkobar,2019,Laos (m2) 2019,0
Karangkobar,2019,Kencur (m2) 2019,0
Karangkobar,2019,Kunyit (m2) 2019,1190
Karangkobar,2020,Jahe (m2) 2020,0
Karangkobar,2020,Laos (m2) 2020,0
Karangkobar,2020,Kencur (m2) 2020,0
Karangkobar,2020,Kunyit (m2) 2020,220
Karangkobar,2021,Jahe (m2) 2021,570
Karangkobar,2021,Laos (m2) 2021,0
Karangkobar,2021,Kencur (m2) 2021,0
Karangkobar,2021,Kunyit (m2) 2021,240
Karangkobar,2022,Jahe (m2) 2022,500
Karangkobar,2022,Laos (m2) 2022,100
Karangkobar,2022,Kencur (m2) 2022,0
Karangkobar,2022,Kunyit (m2) 2022,160
Karangkobar,2023,Jahe (m2) 2023,2600
Karangkobar,2023,Laos (m2) 2023,0
Karangkobar,2023,Kencur (m2) 2023,0
Karangkobar,2023,Kunyit (m2) 2023,1100
Karangkobar,2024,Jahe (m2) 2024,6525
Karangkobar,2024,Laos (m2) 2024,0
Karangkobar,2024,Kencur (m2) 2024,0
Karangkobar,2024,Kunyit (m2) 2024,2580
Pagentan,2019,Jahe (m2) 2019,56000
Pagentan,2019,Laos (m2) 2019,0
Pagentan,2019,Kencur (m2) 2019,0
Pagentan,2019,Kunyit (m2) 2019,0
Pagentan,2020,Jahe (m2) 2020,0
Pagentan,2020,Laos (m2) 2020,0
Pagentan,2020,Kencur (m2) 2020,1000
Pagentan,2020,Kunyit (m2) 2020,1500
Pagentan,2021,Jahe (m2) 2021,151500
Pagentan,2021,Laos (m2) 2021,0
Pagentan,2021,Kencur (m2) 2021,8800
Pagentan,2021,Kunyit (m2) 2021,38850
Pagentan,2022,Jahe (m2) 2022,130000
Pagentan,2022,Laos (m2) 2022,0
Pagentan,2022,Kencur (m2) 2022,8200
Pagentan,2022,Kunyit (m2) 2022,31100
Pagentan,2023,Jahe (m2) 2023,155583
Pagentan,2023,Laos (m2) 2023,0
Pagentan,2023,Kencur (m2) 2023,5272
Pagentan,2023,Kunyit (m2) 2023,11450
Pagentan,2024,Jahe (m2) 2024,219375
Pagentan,2024,Laos (m2) 2024,0
Pagentan,2024,Kencur (m2) 2024,65500
Pagentan,2024,Kunyit (m2) 2024,89000
Pejawaran,2019,Jahe (m2) 2019,2700
Pejawaran,2019,Laos (m2) 2019,2150
Pejawaran,2019,Kencur (m2) 2019,0
Pejawaran,2019,Kunyit (m2) 2019,2500
Pejawaran,2020,Jahe (m2) 2020,4100
Pejawaran,2020,Laos (m2) 2020,2200
Pejawaran,2020,Kencur (m2) 2020,0
Pejawaran,2020,Kunyit (m2) 2020,2550
Pejawaran,2021,Jahe (m2) 2021,2450
Pejawaran,2021,Laos (m2) 2021,1700
Pejawaran,2021,Kencur (m2) 2021,0
Pejawaran,2021,Kunyit (m2) 2021,2050
Pejawaran,2022,Jahe (m2) 2022,3800
Pejawaran,2022,Laos (m2) 2022,1200
Pejawaran,2022,Kencur (m2) 2022,0
Pejawaran,2022,Kunyit (m2) 2022,1550
Pejawaran,2023,Jahe (m2) 2023,3440
Pejawaran,2023,Laos (m2) 2023,430
Pejawaran,2023,Kencur (m2) 2023,0
Pejawaran,2023,Kunyit (m2) 2023,1190
Pejawaran,2024,Jahe (m2) 2024,1650
Pejawaran,2024,Laos (m2) 2024,530
Pejawaran,2024,Kencur (m2) 2024,0
Pejawaran,2024,Kunyit (m2) 2024,1130
Batur,2019,Jahe (m2) 2019,0
Batur,2019,Laos (m2) 2019,0
Batur,2019,Kencur (m2) 2019,0
Batur,2019,Kunyit (m2) 2019,0
Batur,2020,Jahe (m2) 2020,0
Batur,2020,Laos (m2) 2020,0
Batur,2020,Kencur (m2) 2020,0
Batur,2020,Kunyit (m2) 2020,0
Batur,2021,Jahe (m2) 2021,0
Batur,2021,Laos (m2) 2021,0
Batur,2021,Kencur (m2) 2021,0
Batur,2021,Kunyit (m2) 2021,0
Batur,2022,Jahe (m2) 2022,0
Batur,2022,Laos (m2) 2022,0
Batur,2022,Kencur (m2) 2022,0
Batur,2022,Kunyit (m2) 2022,0
Batur,2023,Jahe (m2) 2023,0
Batur,2023,Laos (m2) 2023,0
Batur,2023,Kencur (m2) 2023,0
Batur,2023,Kunyit (m2) 2023,0
Batur,2024,Jahe (m2) 2024,0
Batur,2024,Laos (m2) 2024,0
Batur,2024,Kencur (m2) 2024,0
Batur,2024,Kunyit (m2) 2024,0
Wanayasa,2019,Jahe (m2) 2019,0
Wanayasa,2019,Laos (m2) 2019,0
Wanayasa,2019,Kencur (m2) 2019,0
Wanayasa,2019,Kunyit (m2) 2019,0
Wanayasa,2020,Jahe (m2) 2020,0
Wanayasa,2020,Laos (m2) 2020,0
Wanayasa,2020,Kencur (m2) 2020,0
Wanayasa,2020,Kunyit (m2) 2020,0
Wanayasa,2021,Jahe (m2) 2021,1500
Wanayasa,2021,Laos (m2) 2021,1500
Wanayasa,2021,Kencur (m2) 2021,0
Wanayasa,2021,Kunyit (m2) 2021,2000
Wanayasa,2022,Jahe (m2) 2022,2500
Wanayasa,2022,Laos (m2) 2022,0
Wanayasa,2022,Kencur (m2) 2022,0
Wanayasa,2022,Kunyit (m2) 2022,1000
Wanayasa,2023,Jahe (m2) 2023,0
Wanayasa,2023,Laos (m2) 2023,0
Wanayasa,2023,Kencur (m2) 2023,0
Wanayasa,2023,Kunyit (m2) 2023,0
Wanayasa,2024,Jahe (m2) 2024,100
Wanayasa,2024,Laos (m2) 2024,0
