Kecamatan,Kelompok,Jenis,Tahun,Jumlah (Ekor)
Purwareja Klampok,besar,Sapi,2021,434
Purwareja Klampok,besar,Kerbau,2021,0
Purwareja Klampok,besar,Kuda,2021,9
Purwareja Klampok,kecil,Kambing,2021,3572
Purwareja Klampok,kecil,Domba,2021,26.65
Purwareja Klampok,kecil,Babi,2021,135
Purwareja Klampok,kecil,Kelinci,2021,473
Purwareja Klampok,unggas,Ayam Kampung,2021,31293
Purwareja Klampok,unggas,Ayam Ras Layer,2021,57307
Purwareja Klampok,unggas,Ayam Broiler,2021,141800
Purwareja Klampok,unggas,Itik Biasa,2021,995
Purwareja Klampok,unggas,Itik Manila,2021,351
Purwareja Klampok,besar,Sapi Perah,2022,0
Purwareja Klampok,besar,Sapi,2022,381
Purwareja Klampok,besar,Kuda,2022,9
Purwareja Klampok,kecil,Kambing,2022,3626
Purwareja Klampok,kecil,Domba,2022,37
Purwareja Klampok,kecil,Babi,2022,133
Purwareja Klampok,kecil,Kelinci,2022,452
Purwareja Klampok,unggas,Ayam Kampung,2022,30548
Purwareja Klampok,unggas,Ayam Ras Layer,2022,57343
Purwareja Klampok,unggas,Ayam Broiler,2022,140969
Purwareja Klampok,unggas,Itik Biasa,2022,939
Purwareja Klampok,unggas,Itik Manila,2022,367
Purwareja Klampok,besar,Sapi Perah,2023,0
Purwareja Klampok,besar,Sapi,2023,293
Purwareja Klampok,besar,Kerbau,2023,0
Purwareja Klampok,besar,Kuda,2023,9
Purwareja Klampok,kecil,Kambing,2023,3706
Purwareja Klampok,kecil,Domba,2023,37
Purwareja Klampok,kecil,Babi,2023,127
Purwareja Klampok,kecil,Kelinci,2023,437
Purwareja Klampok,unggas,Ayam Kampung,2023,30548
Purwareja Klampok,unggas,Ayam Ras Layer,2023,57343
Purwareja Klampok,unggas,Ayam Broiler,2023,140969
Purwareja Klampok,unggas,Itik Biasa,2023,939
Purwareja Klampok,unggas,Itik Manila,2023,367
Purwareja Klampok,besar,Sapi Perah,2024,1
Purwareja Klampok,besar,Sapi,2024,288
Purwareja Klampok,besar,Kerbau,2024,4
Purwareja Klampok,besar,Kuda,2024,9
Purwareja Klampok,kecil,Kambing,2024,4853
Purwareja Klampok,kecil,Domba,2024,987
Purwareja Klampok,kecil,Babi,2024,32
Purwareja Klampok,kecil,Kelinci,2024,856
Purwareja Klampok,unggas,Ayam Kampung,2024,44509
Purwareja Klampok,unggas,Ayam Ras Layer,2024,14679
Purwareja Klampok,unggas,Ayam Broiler,2024,6166
Purwareja Klampok,unggas,Itik Biasa,2024,6309
Purwareja Klampok,unggas,Itik Manila,2024,7181
Rakit,besar,Sapi Perah,2018,7
Rakit,besar,Sapi,2018,745
Rakit,besar,Kerbau,2018,9
Rakit,besar,Kuda,2018,0
Rakit,kecil,Kambing,2018,3640
Rakit,kecil,Domba,2018,1061
Rakit,kecil,Babi,2018,0
Rakit,kecil,Kelinci,2018,528
Rakit,unggas,Ayam Kampung,2018,22715
Rakit,unggas,Ayam Ras Layer,2018,37200
Rakit,unggas,Ayam Broiler,2018,370400
Rakit,unggas,Itik Biasa,2018,2769
Rakit,unggas,Itik Manila,2018,1416
Rakit,besar,Sapi Perah,2019,5
Rakit,besar,Sapi,2019,609
Rakit,besar,Kerbau,2019,11
Rakit,kecil,Kambing,2019,3135
Rakit,kecil,Domba,2019,943
Rakit,kecil,Kelinci,2019,534
Rakit,unggas,Ayam Kampung,2019,20222
Rakit,unggas,Ayam Ras Layer,2019,58300
Rakit,unggas,Ayam Broiler,2019,122250
Rakit,unggas,Itik Biasa,2019,2769
Rakit,unggas,Itik Manila,2019,1655
Rakit,besar,Sapi Perah,2020,0
Rakit,besar,Sapi,2020,747
Rakit,besar,Kerbau,2020,7
Rakit,besar,Kuda,2020,0
Rakit,kecil,Kambing,2020,3101
Rakit,kecil,Domba,2020,1056
Rakit,kecil,Babi,2020,0
Rakit,kecil,Kelinci,2020,638
Rakit,unggas,Ayam Kampung,2020,17787
Rakit,unggas,Ayam Ras Layer,2020,56800
Rakit,unggas,Ayam Broiler,2020,102500
Rakit,unggas,Itik Biasa,2020,2424
Rakit,unggas,Itik Manila,2020,1353
Rakit,besar,Sapi Perah,2021,0
Rakit,besar,Sapi,2021,796
Rakit,besar,Kerbau,2021,7
Rakit,besar,Kuda,2021,0
Rakit,kecil,Kambing,2021,3291
Rakit,kecil,Domba,2021,1082.43
Rakit,kecil,Babi,2021,0
Rakit,kecil,Kelinci,2021,643
Rakit,unggas,Ayam Kampung,2021,19552
Rakit,unggas,Ayam Ras Layer,2021,57106
Rakit,unggas,Ayam Broiler,2021,454000
Rakit,unggas,Itik Biasa,2021,2452
Rakit,unggas,Itik Manila,2021,1355
Rakit,besar,Sapi Perah,2022,0
Rakit,besar,Sapi,2022,716
Rakit,besar,Kerbau,2022,7
Rakit,besar,Kuda,2022,0
Rakit,kecil,Kambing,2022,3351
Rakit,kecil,Domba,2022,1160
Rakit,kecil,Babi,2022,0
Rakit,kecil,Kelinci,2022,649
Rakit,unggas,Ayam Kampung,2022,19055
Rakit,unggas,Ayam Ras Layer,2022,57133
Rakit,unggas,Ayam Broiler,2022,453446
Rakit,unggas,Itik Biasa,2022,2414
Rakit,unggas,Itik Manila,2022,1376
Rakit,besar,Sapi Perah,2023,0
Rakit,besar,Sapi,2023,551
Rakit,besar,Kerbau,2023,4
Rakit,besar,Kuda,2023,0
Rakit,kecil,Kambing,2023,3425
Rakit,kecil,Domba,2023,1173
Rakit,kecil,Kelinci,2023,627
Rakit,unggas,Ayam Kampung,2023,19055
Rakit,unggas,Ayam Ras Layer,2023,57133
Rakit,unggas,Ayam Broiler,2023,453446
Rakit,unggas,Itik Biasa,2023,2414
Rakit,unggas,Itik Manila,2023,1376
Rakit,besar,Sapi Perah,2024,2
Rakit,besar,Sapi,2024,357
Rakit,besar,Kerbau,2024,0
Rakit,besar,Kuda,2024,0
Rakit,kecil,Kambing,2024,6120
Rakit,kecil,Domba,2024,2880
Rakit,kecil,Kelinci,2024,379
Rakit,unggas,Ayam Kampung,2024,50129
Rakit,unggas,Ayam Ras Layer,2024,143181
Rakit,unggas,Ayam Broiler,2024,115022
Rakit,unggas,Itik Biasa,2024,5157
Rakit,unggas,Itik Manila,2024,3282
Sigaluh,besar,Sapi Perah,2018,20
Sigaluh,besar,Sapi,2018,287
Sigaluh,besar,Kerbau,2018,31
Sigaluh,besar,Kuda,2018,3
Sigaluh,kecil,Kambing,2018,5221
Sigaluh,kecil,Domba,2018,347
Sigaluh,kecil,Babi,2018,50
Sigaluh,kecil,Kelinci,2018,983
Sigaluh,unggas,Ayam Kampung,2018,17500
Sigaluh,unggas,Ayam Ras Layer,2018,4500
Sigaluh,unggas,Ayam Broiler,2018,35200
Sigaluh,unggas,Itik Biasa,2018,425
Sigaluh,unggas,Itik Manila,2018,448
Sigaluh,besar,Sapi Perah,2019,20
Sigaluh,besar,Sapi,2019,287
Sigaluh,besar,Kerbau,2019,31
Sigaluh,besar,Kuda,2019,3
Sigaluh,kecil,Kambing,2019,5221
Sigaluh,kecil,Domba,2019,347
Sigaluh,kecil,Babi,2019,50
Sigaluh,kecil,Kelinci,2019,983
Sigaluh,unggas,Ayam Kampung,2019,17500
Sigaluh,unggas,Ayam Ras Layer,2019,4500
Sigaluh,unggas,Ayam Broiler,2019,8800
Sigaluh,unggas,Itik Biasa,2019,425
Sigaluh,unggas,Itik Manila,2019,448
Sigaluh,besar,Sapi Perah,2020,20
Sigaluh,besar,Sapi,2020,333
Sigaluh,besar,Kerbau,2020,31
Sigaluh,besar,Kuda,2020,3
Sigaluh,kecil,Kambing,2020,5425
Sigaluh,kecil,Domba,2020,387
Sigaluh,kecil,Babi,2020,50
Sigaluh,kecil,Kelinci,2020,983
Sigaluh,unggas,Ayam Kampung,2020,17827
Sigaluh,unggas,Ayam Ras Layer,2020,4500
Sigaluh,unggas,Ayam Broiler,2020,8800
Sigaluh,unggas,Itik Biasa,2020,425
Sigaluh,unggas,Itik Manila,2020,448
Sigaluh,besar,Sapi Perah,2021,20
Sigaluh,besar,Sapi,2021,355
Sigaluh,besar,Kerbau,2021,33
Sigaluh,besar,Kuda,2021,3
Sigaluh,kecil,Kambing,2021,5758
Sigaluh,kecil,Domba,2021,396.69
Sigaluh,kecil,Babi,2021,50
Sigaluh,kecil,Kelinci,2021,991
Sigaluh,unggas,Ayam Kampung,2021,19585
Sigaluh,unggas,Ayam Ras Layer,2021,4524
Sigaluh,unggas,Ayam Broiler,2021,39000
Sigaluh,unggas,Itik Biasa,2021,430
Sigaluh,unggas,Itik Manila,2021,449
Sigaluh,besar,Sapi Perah,2022,17
Sigaluh,besar,Sapi,2022,318
Sigaluh,besar,Kerbau,2022,33
Sigaluh,besar,Kuda,2022,3
Sigaluh,kecil,Kambing,2022,5787
Sigaluh,kecil,Domba,2022,414
Sigaluh,kecil,Babi,2022,49
Sigaluh,kecil,Kelinci,2022,995
Sigaluh,unggas,Ayam Kampung,2022,19088
Sigaluh,unggas,Ayam Ras Layer,2022,4555
Sigaluh,unggas,Ayam Broiler,2022,38446
Sigaluh,unggas,Itik Biasa,2022,393
Sigaluh,unggas,Itik Manila,2022,467
Sigaluh,besar,Sapi Perah,2023,15
Sigaluh,besar,Sapi,2023,245
Sigaluh,besar,Kerbau,2023,20
Sigaluh,besar,Kuda,2023,3
Sigaluh,kecil,Kambing,2023,5914
Sigaluh,kecil,Domba,2023,419
Sigaluh,kecil,Babi,2023,47
Sigaluh,kecil,Kelinci,2023,961
Sigaluh,unggas,Ayam Kampung,2023,19088
Sigaluh,unggas,Ayam Ras Layer,2023,4555
Sigaluh,unggas,Ayam Broiler,2023,38446
Sigaluh,unggas,Itik Biasa,2023,393
Sigaluh,unggas,Itik Manila,2023,467
Sigaluh,besar,Sapi Perah,2024,0
Sigaluh,besar,Sapi,2024,220
Sigaluh,besar,Kerbau,2024,3
Sigaluh,besar,Kuda,2024,3
Sigaluh,kecil,Kambing,2024,5447
Sigaluh,kecil,Domba,2024,2332
Sigaluh,kecil,Kelinci,2024,863
Sigaluh,unggas,Ayam Kampung,2024,6370
Sigaluh,unggas,Ayam Ras Layer,2024,7748
Sigaluh,unggas,Ayam Broiler,2024,50104
Sigaluh,unggas,Itik Biasa,2024,452
Sigaluh,unggas,Itik Manila,2024,386
Susukan,besar,Sapi Perah,2018,0
Susukan,besar,Sapi,2018,322
Susukan,besar,Kerbau,2018,0
Susukan,besar,Kuda,2018,2
Susukan,kecil,Kambing,2018,10848
Susukan,kecil,Domba,2018,68
Susukan,kecil,Babi,2018,0
Susukan,kecil,Kelinci,2018,992
Susukan,unggas,Ayam Kampung,2018,52372
Susukan,unggas,Ayam Ras Layer,2018,531
Susukan,unggas,Ayam Broiler,2018,118000
Susukan,unggas,Itik Biasa,2018,4332
Susukan,unggas,Itik Manila,2018,3563
Susukan,besar,Sapi,2019,351
Susukan,besar,Kuda,2019,2
Susukan,kecil,Kambing,2019,9665
Susukan,kecil,Domba,2019,105
Susukan,kecil,Kelinci,2019,1171
Susukan,unggas,Ayam Kampung,2019,52484
Susukan,unggas,Ayam Broiler,2019,35500
Susukan,unggas,Itik Biasa,2019,4860
Susukan,unggas,Itik Manila,2019,3717
Susukan,besar,Sapi Perah,2020,0
Susukan,besar,Sapi,2020,394
Susukan,besar,Kerbau,2020,0
Susukan,besar,Kuda,2020,0
Susukan,kecil,Kambing,2020,10018
Susukan,kecil,Domba,2020,115
Susukan,kecil,Babi,2020,0
Susukan,kecil,Kelinci,2020,1177
Susukan,unggas,Ayam Kampung,2020,59397
Susukan,unggas,Ayam Ras Layer,2020,900
Susukan,unggas,Ayam Broiler,2020,35500
Susukan,unggas,Itik Biasa,2020,4923
Susukan,unggas,Itik Manila,2020,3727
Susukan,besar,Sapi Perah,2021,0
Susukan,besar,Sapi,2021,420
Susukan,besar,Kerbau,2021,0
Susukan,besar,Kuda,2021,0
Susukan,kecil,Kambing,2021,10633
Susukan,kecil,Domba,2021,117.88
Susukan,kecil,Babi,2021,0
Susukan,kecil,Kelinci,2021,1186
Susukan,unggas,Ayam Kampung,2021,65289
Susukan,unggas,Ayam Ras Layer,2021,905
Susukan,unggas,Ayam Broiler,2021,157300
Susukan,unggas,Itik Biasa,2021,4980
Susukan,unggas,Itik Manila,2021,3731
Susukan,besar,Sapi Perah,2022,0
Susukan,besar,Sapi,2022,401
Susukan,besar,Kuda,2022,0
Susukan,kecil,Kambing,2022,10688
Susukan,kecil,Domba,2022,141
Susukan,kecil,Babi,2022,0
Susukan,kecil,Kelinci,2022,1189
Susukan,unggas,Ayam Kampung,2022,64792
Susukan,unggas,Ayam Ras Layer,2022,947
Susukan,unggas,Ayam Broiler,2022,156746
Susukan,unggas,Itik Biasa,2022,4943
Susukan,unggas,Itik Manila,2022,3745
Susukan,besar,Sapi Perah,2023,0
Susukan,besar,Sapi,2023,309
Susukan,besar,Kerbau,2023,0
Susukan,besar,Kuda,2023,0
Susukan,kecil,Kambing,2023,10923
Susukan,kecil,Domba,2023,143
Susukan,kecil,Kelinci,2023,1148
Susukan,unggas,Ayam Kampung,2023,64792
Susukan,unggas,Ayam Ras Layer,2023,947
Susukan,unggas,Ayam Broiler,2023,156746
Susukan,unggas,Itik Biasa,2023,4943
Susukan,unggas,Itik Manila,2023,3745
Susukan,besar,Sapi Perah,2024,0
Susukan,besar,Sapi,2024,620
Susukan,besar,Kerbau,2024,0
Susukan,besar,Kuda,2024,0
Susukan,kecil,Kambing,2024,13119
Susukan,kecil,Domba,2024,331
Susukan,kecil,Kelinci,2024,497
Susukan,unggas,Ayam Kampung,2024,46698
Susukan,unggas,Ayam Ras Layer,2024,3866
Susukan,unggas,Ayam Broiler,2024,16576
Susukan,unggas,Itik Biasa,2024,2796
Susukan,unggas,Itik Manila,2024,5621
Wanadadi,besar,Sapi Perah,2018,15
Wanadadi,besar,Sapi,2018,239
Wanadadi,besar,Kerbau,2018,63
Wanadadi,besar,Kuda,2018,6
Wanadadi,kecil,Kambing,2018,702
Wanadadi,kecil,Domba,2018,29
Wanadadi,kecil,Babi,2018,0
Wanadadi,kecil,Kelinci,2018,240
Wanadadi,unggas,Ayam Kampung,2018,6175
Wanadadi,unggas,Ayam Ras Layer,2018,0
Wanadadi,unggas,Ayam Broiler,2018,57500
Wanadadi,unggas,Itik Biasa,2018,441
Wanadadi,unggas,Itik Manila,2018,331
Wanadadi,besar,Sapi Perah,2019,15
Wanadadi,besar,Sapi,2019,163
Wanadadi,besar,Kerbau,2019,29
Wanadadi,besar,Kuda,2019,5
Wanadadi,kecil,Kambing,2019,646
Wanadadi,kecil,Domba,2019,51
Wanadadi,kecil,Kelinci,2019,142
Wanadadi,unggas,Ayam Kampung,2019,5322
Wanadadi,unggas,Ayam Broiler,2019,60000
Wanadadi,unggas,Itik Biasa,2019,86
Wanadadi,unggas,Itik Manila,2019,128
Wanadadi,besar,Sapi Perah,2020,15
Wanadadi,besar,Sapi,2020,189
Wanadadi,besar,Kerbau,2020,29
Wanadadi,besar,Kuda,2020,5
Wanadadi,kecil,Kambing,2020,671
Wanadadi,kecil,Domba,2020,57
Wanadadi,kecil,Babi,2020,0
Wanadadi,kecil,Kelinci,2020,142
Wanadadi,unggas,Ayam Kampung,2020,5421
Wanadadi,unggas,Ayam Ras Layer,2020,3300
Wanadadi,unggas,Ayam Broiler,2020,60000
Wanadadi,unggas,Itik Biasa,2020,86
Wanadadi,unggas,Itik Manila,2020,128
Wanadadi,besar,Sapi Perah,2021,15
Wanadadi,besar,Sapi,2021,201
Wanadadi,besar,Kerbau,2021,29
Wanadadi,besar,Kuda,2021,5
Wanadadi,kecil,Kambing,2021,712
Wanadadi,kecil,Domba,2021,58.43
Wanadadi,kecil,Babi,2021,0
Wanadadi,kecil,Kelinci,2021,143
Wanadadi,unggas,Ayam Kampung,2021,5950
Wanadadi,unggas,Ayam Ras Layer,2021,3318
Wanadadi,unggas,Ayam Broiler,2021,265900
Wanadadi,unggas,Itik Biasa,2021,88
Wanadadi,unggas,Itik Manila,2021,128
Wanadadi,besar,Sapi Perah,2022,6
Wanadadi,besar,Sapi,2022,180
Wanadadi,besar,Kerbau,2022,28
Wanadadi,besar,Kuda,2022,10
Wanadadi,kecil,Kambing,2022,792
Wanadadi,kecil,Domba,2022,68
Wanadadi,kecil,Babi,2022,0
Wanadadi,kecil,Kelinci,2022,150
Wanadadi,unggas,Ayam Kampung,2022,5328
Wanadadi,unggas,Ayam Ras Layer,2022,3345
Wanadadi,unggas,Ayam Broiler,2022,265208
Wanadadi,unggas,Itik Biasa,2022,41
Wanadadi,unggas,Itik Manila,2022,145
Wanadadi,besar,Sapi Perah,2023,5
Wanadadi,besar,Sapi,2023,139
Wanadadi,besar,Kerbau,2023,17
Wanadadi,besar,Kuda,2023,10
Wanadadi,kecil,Kambing,2023,809
Wanadadi,kecil,Domba,2023,69
Wanadadi,kecil,Kelinci,2023,145
Wanadadi,unggas,Ayam Kampung,2023,5328
Wanadadi,unggas,Ayam Ras Layer,2023,3345
Wanadadi,unggas,Ayam Broiler,2023,265208
Wanadadi,unggas,Itik Biasa,2023,41
Wanadadi,unggas,Itik Manila,2023,145
Wanadadi,besar,Sapi Perah,2024,7
Wanadadi,besar,Sapi,2024,361
Wanadadi,besar,Kerbau,2024,36
Wanadadi,besar,Kuda,2024,10
Wanadadi,kecil,Kambing,2024,2980
Wanadadi,kecil,Domba,2024,1964
Wanadadi,kecil,Kelinci,2024,332
Wanadadi,unggas,Ayam Kampung,2024,9262
Wanadadi,unggas,Ayam Ras Layer,2024,19870
Wanadadi,unggas,Ayam Broiler,2024,104350
Wanadadi,unggas,Itik Biasa,2024,2023
Wanadadi,unggas,Itik Manila,2024,1463
Wanayasa,besar,Sapi Perah,2018,20
Wanayasa,besar,Sapi,2018,3956
Wanayasa,besar,Kerbau,2018,36
Wanayasa,besar,Kuda,2018,0
Wanayasa,kecil,Kambing,2018,14032
Wanayasa,kecil,Domba,2018,8350
Wanayasa,kecil,Babi,2018,0
Wanayasa,kecil,Kelinci,2018,630
Wanayasa,unggas,Ayam Kampung,2018,101942
Wanayasa,unggas,Ayam Ras Layer,2018,60000
Wanayasa,unggas,Ayam Broiler,2018,211500
Wanayasa,unggas,Itik Biasa,2018,98
Wanayasa,unggas,Itik Manila,2018,705
Wanayasa,besar,Sapi Perah,2019,15
Wanayasa,besar,Sapi,2019,3381
Wanayasa,besar,Kerbau,2019,33
Wanayasa,kecil,Kambing,2019,12529
Wanayasa,kecil,Domba,2019,12342
Wanayasa,kecil,Kelinci,2019,536
Wanayasa,unggas,Ayam Kampung,2019,34600
Wanayasa,unggas,Ayam Ras Layer,2019,200000
Wanayasa,unggas,Ayam Broiler,2019,54500
Wanayasa,unggas,Itik Biasa,2019,216
Wanayasa,unggas,Itik Manila,2019,596
Wanayasa,besar,Sapi Perah,2020,12
Wanayasa,besar,Sapi,2020,3076
Wanayasa,besar,Kerbau,2020,33
Wanayasa,besar,Kuda,2020,0
Wanayasa,kecil,Kambing,2020,12301
Wanayasa,kecil,Domba,2020,11874
Wanayasa,kecil,Babi,2020,0
Wanayasa,kecil,Kelinci,2020,571
Wanayasa,unggas,Ayam Kampung,2020,34648
Wanayasa,unggas,Ayam Ras Layer,2020,204700
Wanayasa,unggas,Ayam Broiler,2020,58350
Wanayasa,unggas,Itik Biasa,2020,206
Wanayasa,unggas,Itik Manila,2020,447
Wanayasa,besar,Sapi Perah,2021,12
Wanayasa,besar,Sapi,2021,3277
Wanayasa,besar,Kerbau,2021,33
Wanayasa,besar,Kuda,2021,0
Wanayasa,kecil,Kambing,2021,13056
Wanayasa,kecil,Domba,2021,12171.19
Wanayasa,kecil,Babi,2021,0
Wanayasa,kecil,Kelinci,2021,575
Wanayasa,unggas,Ayam Kampung,2021,38085
Wanayasa,unggas,Ayam Ras Layer,2021,205801
Wanayasa,unggas,Ayam Broiler,2021,258600
Wanayasa,unggas,Itik Biasa,2021,208
Wanayasa,unggas,Itik Manila,2021,448
Wanayasa,besar,Sapi Perah,2022,9
Wanayasa,besar,Sapi,2022,2941
Wanayasa,besar,Kerbau,2022,32
Wanayasa,besar,Kuda,2022,0
Wanayasa,kecil,Kambing,2022,13072
Wanayasa,kecil,Domba,2022,12212
Wanayasa,kecil,Kelinci,2022,583
Wanayasa,unggas,Ayam Kampung,2022,37562
Wanayasa,unggas,Ayam Ras Layer,2022,205822
Wanayasa,unggas,Ayam Broiler,2022,258046
Wanayasa,unggas,Itik Biasa,2022,171
Wanayasa,unggas,Itik Manila,2022,463
Wanayasa,besar,Sapi Perah,2023,9
Wanayasa,besar,Sapi,2023,2264
Wanayasa,besar,Kerbau,2023,19
Wanayasa,besar,Kuda,2023,0
Wanayasa,kecil,Kambing,2023,13360
Wanayasa,kecil,Domba,2023,12354
Wanayasa,kecil,Kelinci,2023,563
Wanayasa,unggas,Ayam Kampung,2023,37562
Wanayasa,unggas,Ayam Ras Layer,2023,205822
Wanayasa,unggas,Ayam Broiler,2023,258046
Wanayasa,unggas,Itik Biasa,2023,171
Wanayasa,unggas,Itik Manila,2023,463
Wanayasa,besar,Sapi Perah,2024,0
Wanayasa,besar,Sapi,2024,1231
Wanayasa,besar,Kerbau,2024,37
Wanayasa,besar,Kuda,2024,0
Wanayasa,kecil,Kambing,2024,18787
Wanayasa,kecil,Domba,2024,2952
Wanayasa,kecil,Kelinci,2024,395
Wanayasa,unggas,Ayam Kampung,2024,2163
Wanayasa,unggas,Ayam Ras Layer,2024,7167
Wanayasa,unggas,Ayam Broiler,2024,174759
Wanayasa,unggas,Itik Biasa,2024,68
Wanayasa,unggas,Itik Manila,2024,201
